county,school_dist,total_pupil_count_all_students,total_stable_pupil_count_all_students,total_stability_rate_all_students,total_mobile_student_count_all_students,total_student_mobility_rate_all_students,total_instances_of_mobility_all_students,total_mobility_incidence_rate_all_students,students_with_disabilities_pupil_count,students_with_disabilities_stable_student_count,students_with_disabilities_stability_rate,students_with_disabilities_mobile_student_count,students_with_disabilities_student_mobility_rate,students_with_disabilities_instances_of_mobility,students_with_disabilities_mobility_incidence_rate,english_language_learners_pupil_count,english_language_learners_stable_student_count,english_language_learners_stability_rate,english_language_learners_mobile_student_count,english_language_learners_student_mobility_rate,english_language_learners_instances_of_mobility,english_language_learners_mobility_incidence_rate,economically_disadvantaged_pupil_count,economically_disadvantaged_stable_student_count,economically_disadvantaged_stability_rate,economically_disadvantaged_mobile_student_count,economically_disadvantaged_student_mobility_rate,economically_disadvantaged_instances_of_mobility,economically_disadvantaged_mobility_incidence_rate,migrant_pupil_count,migrant_stable_student_count,migrant_stability_rate,migrant_mobile_student_count,migrant_student_mobility_rate,migrant_instances_of_mobility,migrant_mobility_incidence_rate,title_1_pupil_count,title_1_stable_student_count,title_1_pupil_stability_rate,title_1_mobile_student_count,title_1_student_mobility_rate,title_1_instances_of_mobility,title_1_mobility_incidence_rate,homeless_pupil_count,homeless_stable_student_count,homeless_stability_rate,homeless_mobile_student_count,homeless_student_mobility_rate,homeless_instances_of_mobility,homeless_mobility_incidence_rate,gifted_talented_pupil_count,gifted_talented_stable_student_count,gifted_talented_stability_rate,gifted_talented_mobile_student_count,gifted_talented_student_mobility_rate,gifted_talented_instances_of_mobility,gifted_talented_mobility_incidence_rate,total_female_pupil_count,total_female_stable_student_count,total_female_stability_rate,total_female_mobile_student_count,total_female_student_mobility_rate,total_female_instances_of_mobility,total_female_mobility_incidence_rate,total_male_pupil_count,total_male_stable_student_count,total_male_stability_rate,total_male_mobile_student_count,total_male_student_mobility_rate,total_male_instances_of_mobility,total_male_mobility_incidence_rate,total_american_indian_or_alaska_native_pupil_count,total_american_indian_or_alaska_native_stable_student_count,total_american_indian_or_alaska_native_stability_rate,total_american_indian_or_alaska_native_mobile_student_count,total_american_indian_or_alaska_native_student_mobility_rate,total_american_indian_or_alaska_native_instances_of_mobility,total_american_indian_or_alaska_native_mobility_incidence_rate,total_asian_pupil_count,total_asian_stable_student_count,total_asian_stability_rate,total_asian_mobile_student_count,total_asian_student_mobility_rate,total_asian_instances_of_mobility,total_asian_mobility_incidence_rate,total_black_or_african_american_pupil_count,total_black_or_african_american_stable_student_count,total_black_or_african_american_stability_rate,total_black_or_african_american_mobile_student_count,total_black_or_african_american_student_mobility_rate,total_black_or_african_american_instances_of_mobility,total_black_or_african_american_mobility_incidence_rate,total_hispanic_or_latino_pupil_count,total_hispanic_or_latino_stable_student_count,total_hispanic_or_latino_stability_rate,total_hispanic_or_latino_mobile_student_count,total_hispanic_or_latino_student_mobility_rate,total_hispanic_or_latino_instances_of_mobility,total_hispanic_or_latino_mobility_incidence_rate,total_white_pupil_count,total_white_stable_student_count,total_white_stability_rate,total_white_mobile_student_count,total_white_student_mobility_rate,total_white_instances_of_mobility,total_white_mobility_incidence_rate,total_native_hawaiian_or_other_pacific_islander_pupil_count,total_native_hawaiian_or_other_pacific_islander_stable_student_count,total_native_hawaiian_or_other_pacific_islander_stability_rate,total_native_hawaiian_or_other_pacific_islander_mobile_student_count,total_native_hawaiian_or_other_pacific_islander_student_mobility_rate,total_native_hawaiian_or_other_pacific_islander_instances_of_mobility,total_native_hawaiian_or_other_pacific_islander_mobility_incidence_rate,total_two_or_more_races_pupil_count,total_two_or_more_races_stable_student_count,total_two_or_more_races_stability_rate,total_two_or_more_races_mobile_student_count,total_two_or_more_races_student_mobility_rate,total_two_or_more_races_instances_of_mobility,total_two_or_more_races_mobility_incidence_rate,students_with_disabilities_final_grad_base,students_with_disabilities_graduates_total,students_with_disabilities_graduation_rate,students_with_disabilities_completers_total,students_with_disabilities_completion_rate,limited_english_proficient_final_grad_base,limited_english_proficient_graduates_total,limited_english_proficient_graduation_rate,limited_english_proficient_completers_total,limited_english_proficient_completion_rate,econ_disadvant_final_grad_base,econ_disadvant_graduates_total,econ_disadvant_graduation_rate,econ_disadvant_completers_total,econ_disadvant_completion_rate,migrant_final_grad_base,migrant_graduates_total,migrant_graduation_rate,migrant_completers_total,migrant_completion_rate,title_1_final_grad_base,title_1_graduates_total,title_1_graduation_rate,title_1_completers_total,title_1_completion_rate,homeless_final_grad_base,homeless_graduates_total,homeless_graduation_rate,homeless_completers_total,homeless_completion_rate,gifted_talented_final_grad_base,gifted_talented_graduates_total,gifted_talented_graduation_rate,gifted_talented_completers_total,gifted_talented_completion_rate
MESA,MESA COUNTY VALLEY 51,23983,18809,78.4,5029,21.0,5806,24.2,2376,1969,82.9,390,16.4,473,19.9,1566,1238,79.1,322,20.6,387,24.7,494,280,56.7,207,41.9,259,52.4,110,72,65.5,37,33.6,46,41.8,4575,3536,77.3,980,21.4,1180,25.8,388,209,53.9,173,44.6,216,55.7,1267,1177,92.9,87,6.9,102,8.1,11660,9151,78.5,2435,20.9,2800,24.0,12323,9658,78.4,2594,21.1,3006,24.4,258,164,63.6,94,36.4,103,39.9,187,142,75.9,45,24.1,48,25.7,172,126,73.3,43,25.0,49,28.5,5205,4136,79.5,1033,19.8,1250,24.0,17270,13579,78.6,3590,20.8,4090,23.7,39,27,69.2,12,30.8,20,51.3,852,635,74.5,212,24.9,246,28.9,192,111,57.8,114,59.4,100,64,64.0,66,66.0,538,365,67.8,379,70.4,16,10,62.5,10,62.5,9,4,44.4,5,55.6,65,34,52.3,38,58.5,133,129,97.0,129,97.0
MINERAL,CREEDE SCHOOL DISTRICT,104,64,61.5,40,38.5,40,38.5,3,2,66.7,1,33.3,1,33.3,0,0,0.0,0,0.0,0,0.0,48,32,66.7,16,33.3,16,33.3,0,0,0.0,0,0.0,0,0.0,104,64,61.5,40,38.5,40,38.5,0,0,0.0,0,0.0,0,0.0,4,3,75.0,1,25.0,1,25.0,48,30,62.5,18,37.5,18,37.5,56,34,60.7,22,39.3,22,39.3,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0.0,18,9,50.0,9,50.0,9,50.0,81,54,66.7,27,33.3,27,33.3,0,0,0.0,0,0.0,0,0.0,4,1,25.0,3,75.0,3,75.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,1,50.0,1,50.0,0,0,0.0,0,0.0,9,8,88.9,8,88.9,0,0,0.0,0,0.0,0,0,0.0,0,0.0
MOFFAT,MOFFAT COUNTY RE:NO 1,2448,1875,76.6,573,23.4,638,26.1,213,164,77.0,50,23.5,56,26.3,254,194,76.4,59,23.2,75,29.5,1113,864,77.6,249,22.4,300,27.0,0,0,0.0,0,0.0,0,0.0,126,111,88.1,15,11.9,19,15.1,32,7,21.9,24,75.0,31,96.9,94,81,86.2,13,13.8,15,16.0,1163,889,76.4,275,23.6,312,26.8,1285,986,76.7,298,23.2,326,25.4,29,23,79.3,6,20.7,8,27.6,8,6,75.0,3,37.5,4,50.0,10,8,80.0,2,20.0,2,20.0,507,384,75.7,122,24.1,141,27.8,1850,1421,76.8,429,23.2,472,25.5,2,2,100.0,0,0.0,0,0.0,42,31,73.8,11,26.2,11,26.2,10,8,80.0,8,80.0,4,3,75.0,3,75.0,68,44,64.7,46,67.6,0,0,0.0,0,0.0,0,0,0.0,0,0.0,8,2,25.0,2,25.0,2,2,100.0,2,100.0
MONTEZUMA,MONTEZUMA-CORTEZ RE-1,3250,2246,69.1,986,30.3,1119,34.4,316,245,77.5,69,21.8,80,25.3,276,183,66.3,92,33.3,102,37.0,1950,1382,70.9,556,28.5,653,33.5,7,7,100.0,0,0.0,0,0.0,1515,1108,73.1,389,25.7,449,29.6,0,0,0.0,0,0.0,0,0.0,165,144,87.3,21,12.7,22,13.3,1574,1084,68.9,481,30.6,538,34.2,1676,1162,69.3,505,30.1,581,34.7,878,566,64.5,310,35.3,365,41.6,15,11,73.3,4,26.7,4,26.7,15,14,93.3,1,6.7,2,13.3,577,416,72.1,157,27.2,175,30.3,1677,1176,70.1,488,29.1,543,32.4,2,1,50.0,1,50.0,1,50.0,86,62,72.1,25,29.1,29,33.7,27,11,40.7,11,40.7,41,14,34.1,14,34.1,132,55,41.7,59,44.7,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0.0,0,0.0,13,12,92.3,12,92.3
MONTEZUMA,DOLORES RE-4A,780,552,70.8,228,29.2,230,29.5,65,43,66.2,22,33.8,22,33.8,9,8,88.9,1,11.1,1,11.1,337,232,68.8,105,31.2,107,31.8,0,0,0.0,0,0.0,0,0.0,415,287,69.2,128,30.8,128,30.8,0,0,0.0,0,0.0,0,0.0,36,31,86.1,5,13.9,5,13.9,374,265,70.9,109,29.1,110,29.4,406,287,70.7,119,29.3,120,29.6,27,19,70.4,8,29.6,8,29.6,5,3,60.0,2,40.0,2,40.0,6,4,66.7,2,33.3,2,33.3,63,45,71.4,18,28.6,18,28.6,666,477,71.6,189,28.4,191,28.7,0,0,0.0,0,0.0,0,0.0,13,4,30.8,9,69.2,9,69.2,1,0,0.0,0,0.0,2,1,50.0,2,100.0,21,17,81.0,18,85.7,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,4,4,100.0,4,100.0
MONTEZUMA,MANCOS RE-6,449,304,67.7,146,32.5,151,33.6,26,22,84.6,5,19.2,6,23.1,33,20,60.6,13,39.4,13,39.4,287,188,65.5,100,34.8,104,36.2,2,2,100.0,0,0.0,0,0.0,29,18,62.1,11,37.9,11,37.9,11,3,27.3,8,72.7,8,72.7,35,27,77.1,8,22.9,8,22.9,211,132,62.6,79,37.4,83,39.3,238,172,72.3,67,28.2,68,28.6,28,17,60.7,11,39.3,11,39.3,0,0,0.0,0,0.0,0,0.0,3,0,0.0,3,100.0,3,100.0,75,41,54.7,34,45.3,35,46.7,334,241,72.2,94,28.1,98,29.3,1,1,100.0,0,0.0,0,0.0,8,4,50.0,4,50.0,4,50.0,2,2,100.0,2,100.0,1,1,100.0,1,100.0,13,12,92.3,13,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0,3,3,100.0,3,100.0
MONTROSE,MONTROSE COUNTY RE-1J,6747,5229,77.5,1484,22.0,1693,25.1,567,451,79.5,113,19.9,128,22.6,1080,879,81.4,196,18.1,234,21.7,3766,2954,78.4,789,21.0,958,25.4,92,54,58.7,34,37.0,43,46.7,3080,2362,76.7,703,22.8,811,26.3,254,103,40.6,145,57.1,183,72.0,471,431,91.5,40,8.5,41,8.7,3267,2562,78.4,688,21.1,782,23.9,3480,2667,76.6,796,22.9,911,26.2,49,31,63.3,18,36.7,21,42.9,31,23,74.2,8,25.8,8,25.8,31,22,71.0,9,29.0,9,29.0,2414,1919,79.5,483,20.0,560,23.2,4042,3105,76.8,916,22.7,1037,25.7,5,2,40.0,3,60.0,4,80.0,175,127,72.6,47,26.9,54,30.9,31,13,41.9,13,41.9,54,33,61.1,33,61.1,266,187,70.3,190,71.4,9,1,11.1,2,22.2,6,1,16.7,1,16.7,19,11,57.9,11,57.9,49,47,95.9,49,100.0
MONTROSE,WEST END RE-2,351,254,72.4,97,27.6,103,29.3,43,32,74.4,11,25.6,13,30.2,10,3,30.0,7,70.0,7,70.0,179,125,69.8,54,30.2,59,33.0,0,0,0.0,0,0.0,0,0.0,47,32,68.1,15,31.9,16,34.0,1,1,100.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,185,134,72.4,51,27.6,56,30.3,166,120,72.3,46,27.7,47,28.3,8,6,75.0,2,25.0,2,25.0,1,1,100.0,0,0.0,0,0.0,5,4,80.0,1,20.0,1,20.0,34,12,35.3,22,64.7,22,64.7,302,231,76.5,71,23.5,77,25.5,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,5,3,60.0,3,60.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
MORGAN,BRUSH RE-2(J),1603,1244,77.6,359,22.4,396,24.7,140,101,72.1,39,27.9,40,28.6,272,236,86.8,36,13.2,46,16.9,893,688,77.0,205,23.0,236,26.4,31,16,51.6,15,48.4,18,58.1,107,92,86.0,15,14.0,20,18.7,35,5,14.3,30,85.7,38,108.6,142,132,93.0,10,7.0,11,7.7,806,623,77.3,183,22.7,203,25.2,797,621,77.9,176,22.1,193,24.2,5,3,60.0,2,40.0,2,40.0,4,4,100.0,0,0.0,0,0.0,17,11,64.7,6,35.3,6,35.3,789,623,79.0,166,21.0,188,23.8,755,577,76.4,178,23.6,193,25.6,2,1,50.0,1,50.0,1,50.0,31,25,80.6,6,19.4,6,19.4,10,6,60.0,7,70.0,10,8,80.0,8,80.0,61,44,72.1,50,82.0,4,3,75.0,3,75.0,2,2,100.0,2,100.0,6,2,33.3,4,66.7,7,7,100.0,7,100.0
MORGAN,FORT MORGAN RE-3,3403,2629,77.3,770,22.6,843,24.8,326,255,78.2,70,21.5,83,25.5,1181,931,78.8,249,21.1,269,22.8,2316,1809,78.1,504,21.8,568,24.5,192,98,51.0,93,48.4,100,52.1,1285,987,76.8,296,23.0,327,25.4,123,37,30.1,86,69.9,95,77.2,172,161,93.6,11,6.4,11,6.4,1654,1282,77.5,369,22.3,408,24.7,1749,1347,77.0,401,22.9,435,24.9,21,15,71.4,6,28.6,6,28.6,15,9,60.0,6,40.0,6,40.0,139,67,48.2,72,51.8,75,54.0,2017,1599,79.3,417,20.7,463,23.0,1177,914,77.7,260,22.1,283,24.0,1,1,100.0,0,0.0,0,0.0,33,24,72.7,9,27.3,10,30.3,16,7,43.8,8,50.0,74,34,45.9,40,54.1,159,99,62.3,116,73.0,22,8,36.4,9,40.9,9,4,44.4,6,66.7,13,3,23.1,3,23.1,19,19,100.0,19,100.0
MORGAN,WELDON VALLEY RE-20(J),225,166,73.8,59,26.2,59,26.2,19,14,73.7,5,26.3,5,26.3,2,2,100.0,0,0.0,0,0.0,4,1,25.0,3,75.0,3,75.0,0,0,0.0,0,0.0,0,0.0,34,30,88.2,4,11.8,4,11.8,0,0,0.0,0,0.0,0,0.0,18,15,83.3,3,16.7,3,16.7,119,88,73.9,31,26.1,31,26.1,106,78,73.6,28,26.4,28,26.4,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0.0,33,21,63.6,12,36.4,12,36.4,191,145,75.9,46,24.1,46,24.1,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,6,6,100.0,6,100.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
MORGAN,WIGGINS RE-50(J),561,412,73.4,149,26.6,152,27.1,37,23,62.2,14,37.8,15,40.5,116,93,80.2,23,19.8,24,20.7,266,219,82.3,47,17.7,49,18.4,19,11,57.9,8,42.1,8,42.1,559,412,73.7,147,26.3,150,26.8,21,8,38.1,13,61.9,14,66.7,30,28,93.3,2,6.7,2,6.7,266,201,75.6,65,24.4,66,24.8,295,211,71.5,84,28.5,86,29.2,7,3,42.9,4,57.1,4,57.1,3,3,100.0,0,0.0,0,0.0,3,2,66.7,1,33.3,1,33.3,161,100,62.1,61,37.9,62,38.5,368,292,79.3,76,20.7,78,21.2,0,0,0.0,0,0.0,0,0.0,19,12,63.2,7,36.8,7,36.8,1,1,100.0,1,100.0,5,1,20.0,1,20.0,28,19,67.9,19,67.9,3,1,33.3,1,33.3,43,34,79.1,34,79.1,6,4,66.7,4,66.7,3,3,100.0,3,100.0
OTERO,EAST OTERO R-1,1494,1056,70.7,438,29.3,471,31.5,174,118,67.8,56,32.2,59,33.9,37,28,75.7,9,24.3,9,24.3,1030,755,73.3,275,26.7,298,28.9,6,5,83.3,1,16.7,1,16.7,866,619,71.5,247,28.5,264,30.5,2,0,0.0,2,100.0,2,100.0,13,12,92.3,1,7.7,1,7.7,729,518,71.1,211,28.9,226,31.0,765,538,70.3,227,29.7,245,32.0,6,4,66.7,2,33.3,2,33.3,6,5,83.3,1,16.7,1,16.7,6,5,83.3,1,16.7,1,16.7,945,684,72.4,261,27.6,281,29.7,498,340,68.3,158,31.7,171,34.3,1,0,0.0,1,100.0,1,100.0,32,18,56.3,14,43.8,14,43.8,13,7,53.8,7,53.8,3,2,66.7,2,66.7,78,65,83.3,69,88.5,0,0,0.0,0,0.0,22,11,50.0,14,63.6,0,0,0.0,0,0.0,2,2,100.0,2,100.0
OTERO,ROCKY FORD R-2,965,700,72.5,265,27.5,279,28.9,97,68,70.1,29,29.9,31,32.0,93,64,68.8,29,31.2,31,33.3,752,548,72.9,204,27.1,217,28.9,24,12,50.0,12,50.0,14,58.3,657,492,74.9,165,25.1,175,26.6,1,0,0.0,1,100.0,1,100.0,24,22,91.7,2,8.3,3,12.5,438,310,70.8,128,29.2,133,30.4,527,390,74.0,137,26.0,146,27.7,2,2,100.0,0,0.0,0,0.0,7,5,71.4,2,28.6,2,28.6,11,6,54.5,5,45.5,5,45.5,669,500,74.7,169,25.3,181,27.1,274,185,67.5,89,32.5,91,33.2,0,0,0.0,0,0.0,0,0.0,2,2,100.0,0,0.0,0,0.0,5,3,60.0,3,60.0,2,1,50.0,2,100.0,41,28,68.3,34,82.9,1,1,100.0,1,100.0,3,2,66.7,3,100.0,2,0,0.0,1,50.0,2,2,100.0,2,100.0
OTERO,MANZANOLA 3J,201,120,59.7,81,40.3,85,42.3,14,12,85.7,2,14.3,2,14.3,59,23,39.0,36,61.0,36,61.0,162,99,61.1,63,38.9,66,40.7,45,17,37.8,28,62.2,28,62.2,100,60,60.0,40,40.0,41,41.0,0,0,0.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,94,56,59.6,38,40.4,39,41.5,107,64,59.8,43,40.2,46,43.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,138,79,57.2,59,42.8,62,44.9,62,40,64.5,22,35.5,23,37.1,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,1,100.0,1,100.0,3,3,100.0,3,100.0,11,10,90.9,10,90.9,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
OTERO,FOWLER R-4J,463,345,74.5,118,25.5,124,26.8,32,27,84.4,5,15.6,5,15.6,9,5,55.6,4,44.4,4,44.4,269,185,68.8,84,31.2,90,33.5,4,0,0.0,4,100.0,4,100.0,52,36,69.2,16,30.8,16,30.8,0,0,0.0,0,0.0,0,0.0,22,22,100.0,0,0.0,0,0.0,244,190,77.9,54,22.1,56,23.0,219,155,70.8,64,29.2,68,31.1,4,0,0.0,4,100.0,5,125.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,94,68,72.3,26,27.7,28,29.8,358,273,76.3,85,23.7,87,24.3,0,0,0.0,0,0.0,0,0.0,7,4,57.1,3,42.9,4,57.1,2,2,100.0,2,100.0,0,0,0.0,0,0.0,12,12,100.0,12,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
OTERO,CHERAW 31,224,178,79.5,46,20.5,48,21.4,26,16,61.5,10,38.5,10,38.5,0,0,0.0,0,0.0,0,0.0,130,99,76.2,31,23.8,33,25.4,3,3,100.0,0,0.0,0,0.0,69,54,78.3,15,21.7,15,21.7,1,1,100.0,0,0.0,0,0.0,13,11,84.6,2,15.4,2,15.4,114,97,85.1,17,14.9,18,15.8,110,81,73.6,29,26.4,30,27.3,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,3,0,0.0,3,100.0,3,100.0,46,33,71.7,13,28.3,14,30.4,172,143,83.1,29,16.9,30,17.4,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,50.0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,10,8,80.0,8,80.0,0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,1,100.0,1,100.0,5,5,100.0,5,100.0
OTERO,SWINK 33,417,315,75.5,102,24.5,103,24.7,21,17,81.0,4,19.0,4,19.0,8,7,87.5,1,12.5,1,12.5,190,134,70.5,56,29.5,57,30.0,1,0,0.0,1,100.0,1,100.0,36,30,83.3,6,16.7,6,16.7,2,0,0.0,2,100.0,2,100.0,0,0,0.0,0,0.0,0,0.0,205,150,73.2,55,26.8,56,27.3,212,165,77.8,47,22.2,47,22.2,1,1,100.0,0,0.0,0,0.0,27,21,77.8,6,22.2,6,22.2,6,3,50.0,3,50.0,3,50.0,105,75,71.4,30,28.6,30,28.6,269,208,77.3,61,22.7,62,23.0,0,0,0.0,0,0.0,0,0.0,9,7,77.8,2,22.2,2,22.2,2,2,100.0,2,100.0,0,0,0.0,0,0.0,15,15,100.0,15,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
OURAY,OURAY R-1,219,146,66.7,73,33.3,75,34.2,25,17,68.0,8,32.0,8,32.0,9,6,66.7,3,33.3,3,33.3,70,47,67.1,23,32.9,23,32.9,0,0,0.0,0,0.0,0,0.0,20,11,55.0,9,45.0,9,45.0,0,0,0.0,0,0.0,0,0.0,29,25,86.2,4,13.8,4,13.8,117,76,65.0,41,35.0,42,35.9,102,70,68.6,32,31.4,33,32.4,1,1,100.0,0,0.0,0,0.0,4,3,75.0,1,25.0,1,25.0,1,1,100.0,0,0.0,0,0.0,30,17,56.7,13,43.3,14,46.7,182,123,67.6,59,32.4,60,33.0,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,5,4,80.0,4,80.0,3,1,33.3,1,33.3,11,8,72.7,8,72.7,0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
OURAY,RIDGWAY R-2,386,273,70.7,113,29.3,117,30.3,18,12,66.7,6,33.3,7,38.9,18,3,16.7,15,83.3,15,83.3,139,93,66.9,46,33.1,48,34.5,3,2,66.7,1,33.3,1,33.3,24,13,54.2,11,45.8,12,50.0,1,0,0.0,1,100.0,1,100.0,29,28,96.6,1,3.4,1,3.4,191,128,67.0,63,33.0,65,34.0,195,145,74.4,50,25.6,52,26.7,1,1,100.0,0,0.0,0,0.0,4,3,75.0,1,25.0,1,25.0,1,1,100.0,0,0.0,0,0.0,38,16,42.1,22,57.9,24,63.2,324,238,73.5,86,26.5,88,27.2,3,2,66.7,1,33.3,1,33.3,15,12,80.0,3,20.0,3,20.0,3,1,33.3,2,66.7,0,0,0.0,0,0.0,6,4,66.7,5,83.3,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
PARK,PLATTE CANYON 1,1247,857,68.7,390,31.3,404,32.4,133,96,72.2,37,27.8,39,29.3,0,0,0.0,0,0.0,0,0.0,467,301,64.5,166,35.5,171,36.6,0,0,0.0,0,0.0,0,0.0,125,79,63.2,46,36.8,47,37.6,5,0,0.0,5,100.0,5,100.0,116,100,86.2,16,13.8,17,14.7,588,405,68.9,183,31.1,191,32.5,659,452,68.6,207,31.4,213,32.3,5,5,100.0,0,0.0,0,0.0,15,11,73.3,4,26.7,4,26.7,9,5,55.6,4,44.4,5,55.6,104,72,69.2,32,30.8,33,31.7,1060,736,69.4,324,30.6,334,31.5,0,0,0.0,0,0.0,0,0.0,54,28,51.9,26,48.1,28,51.9,12,8,66.7,8,66.7,0,0,0.0,0,0.0,30,20,66.7,21,70.0,0,0,0.0,0,0.0,1,0,0.0,0,0.0,1,0,0.0,0,0.0,9,7,77.8,7,77.8
PARK,PARK COUNTY RE-2,624,403,64.6,220,35.3,226,36.2,66,48,72.7,18,27.3,20,30.3,5,2,40.0,3,60.0,3,60.0,315,162,51.4,153,48.6,157,49.8,0,0,0.0,0,0.0,0,0.0,97,82,84.5,15,15.5,16,16.5,0,0,0.0,0,0.0,0,0.0,44,40,90.9,4,9.1,4,9.1,304,188,61.8,116,38.2,119,39.1,320,215,67.2,104,32.5,107,33.4,2,1,50.0,1,50.0,1,50.0,2,0,0.0,2,100.0,2,100.0,9,2,22.2,7,77.8,7,77.8,75,43,57.3,32,42.7,35,46.7,525,347,66.1,177,33.7,180,34.3,0,0,0.0,0,0.0,0,0.0,11,10,90.9,1,9.1,1,9.1,3,1,33.3,1,33.3,1,0,0.0,0,0.0,13,7,53.8,8,61.5,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
PHILLIPS,HOLYOKE RE-1J,641,505,78.8,136,21.2,144,22.5,69,54,78.3,15,21.7,17,24.6,137,110,80.3,27,19.7,30,21.9,330,245,74.2,85,25.8,92,27.9,11,5,45.5,6,54.5,6,54.5,29,23,79.3,6,20.7,6,20.7,0,0,0.0,0,0.0,0,0.0,36,35,97.2,1,2.8,1,2.8,302,234,77.5,68,22.5,72,23.8,339,271,79.9,68,20.1,72,21.2,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,3,1,33.3,2,66.7,2,66.7,260,202,77.7,58,22.3,62,23.8,371,296,79.8,75,20.2,79,21.3,0,0,0.0,0,0.0,0,0.0,6,6,100.0,0,0.0,0,0.0,3,2,66.7,2,66.7,6,3,50.0,3,50.0,23,17,73.9,17,73.9,2,1,50.0,1,50.0,3,3,100.0,3,100.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0
PHILLIPS,HAXTUN RE-2J,319,258,80.9,61,19.1,63,19.7,30,23,76.7,7,23.3,7,23.3,0,0,0.0,0,0.0,0,0.0,125,95,76.0,30,24.0,30,24.0,0,0,0.0,0,0.0,0,0.0,18,15,83.3,3,16.7,3,16.7,0,0,0.0,0,0.0,0,0.0,17,17,100.0,0,0.0,0,0.0,158,125,79.1,33,20.9,35,22.2,161,133,82.6,28,17.4,28,17.4,1,1,100.0,0,0.0,0,0.0,2,2,100.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,27,22,81.5,5,18.5,5,18.5,284,229,80.6,55,19.4,57,20.1,0,0,0.0,0,0.0,0,0.0,4,4,100.0,0,0.0,0,0.0,3,2,66.7,3,100.0,0,0,0.0,0,0.0,8,7,87.5,8,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0
PITKIN,ASPEN 1,1819,1529,84.1,290,15.9,312,17.2,120,109,90.8,11,9.2,12,10.0,202,157,77.7,45,22.3,49,24.3,117,92,78.6,25,21.4,26,22.2,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,98,91,92.9,7,7.1,7,7.1,876,742,84.7,134,15.3,147,16.8,943,787,83.5,156,16.5,165,17.5,12,4,33.3,8,66.7,8,66.7,34,27,79.4,7,20.6,7,20.6,13,12,92.3,1,7.7,1,7.7,203,163,80.3,40,19.7,42,20.7,1554,1321,85.0,233,15.0,253,16.3,1,0,0.0,1,100.0,1,100.0,2,2,100.0,0,0.0,0,0.0,8,6,75.0,8,100.0,10,6,60.0,6,60.0,16,13,81.3,14,87.5,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,4,4,100.0,4,100.0
